submission_folder,agent_name,llm_name,instance_id,joined,enriched_encoding,is_failed
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13590,1,Lb Lb Ls Lt Lt Lt Lt P Vr Pr Pr Vr P Pr Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13658,1,Ls Ls Ls Lb Lt Lt Lt P Ve P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13670,1,Ls Lb P Vp Pr Vp P Vp Pr Ve Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13741,1,Ls Lb P Vp Pr Vp Pr Vp Pr Vp P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13786,1,Lb Ls Ls Lt Lt Lt Lt Lt P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13794,1,Lb Lb Lb Lt Lt Lt Lt P Vp Pr Vp P Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13807,1,Lb Lb Lb Lt Lt Lt Lt P Vr P Vr Pr Pr Vr P Vr Pr Vr P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13809,1,Lb Lb Lb Lb Lb P Vp P Pr Vp P Ve G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13810,1,Lb Lb P Vr Pr Vr Pr Vr Pr Pr Vr Pr Vr Pr Vr P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13820,1,Lb Lb Lt Lt Lt Lt P Vr Pr Pr Vr Pr Pr Vr P Pr P Pr Vr P Pr P Vr Vr Pr Pr Vr Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13821,1,Ls Lb Ls Ls Lb Lb P Vp P Vp P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13837,1,Lb Lb Lt Lt Lt Lt Lt P Pr P Vp P Vp G P Vp Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13925,1,Lb Lb Lb Lt Lt Lt Lt P Vp Pr Vp P Vp Pr Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13933,1,Ls Ls Ls Lb Lt Lt Ls Lt P P Pr Pr Ve Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-13964,1,Lb Lb Lb Lb Lb Lt Lt Lt Ls Lt Lt P Vp Pr Vp Pr Vp P Vr P Vp P Vp P P Vp P Vp Lt Lt P Pr Pr Pr Ve Pr Pr Vp Vp Pr P Ls Lt Lt Pr Pr Pr Ls Pr Pr Pr Pr Ls Lt Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14007,1,Lb Lb Lb Lb P Vp Lb Lt Lt Lt Lt Lt Lt Lb Lt Lt Lb Lb P Vp Lb Ls Lt Lt Lt P Pr Vp Pr Vp Pr Vp Pr Vp Pr Pr Pr Pr Ve Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14011,1,Ls Ls Ls Lb Ls Lt Lt Lt Lt Ls Lt Lt Lt P,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14017,1,Lb Lb Lb Ls Lt Lt Lt Lt P Vp Pr Vp P Vp Pr Vp Pr,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14034,1,Ls Lb Ls Lt Lt Lt Lt Lt P Vp Pr Vp P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14053,1,Ls Ls Ls Lb Ls Lb Lt Lt Lt Lt Lt Lt P Vp Pr Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14089,1,Lb Ls Lb P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14122,1,Ls Ls Ls Lb Lb Lb Lb Ls Ls Lt Lt Lt Lt Lt Lt Lt P Ve Pr Vp Pr Vp Pr Pr Vp Lt Lt Lt Lt P Vp Pr Vp Pr Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14140,1,Lb Lb Lb P Vp Pr Vp P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14155,1,Ls Ls Ls Lb Lt Lt Lt Lt P Vp P Vp P Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14170,1,Ls Ls Lb Ls Lb Ls Lb P Vr P Pr Vr Pr Vr G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14238,1,Lb Lb Lb Lb Ls Lt Lt Lt Lt Lt Ls P Ve Pr Pr Ve Pr Ve Pr Ve P Vp Pr Pr Vp Pr Pr Vp Pr Pr Ve G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14311,1,Lb Lb Lb Lb Lb Lt Lt Lt Lb Lt Lt P P Vp Vp G Vp G P Vp G G Vp G Vp G G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14315,1,Ls Lb Lb P Vr P Pr Vr P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14349,1,Lb Lb Lb Ls Lb Lt Lt Lt Lt P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14351,1,Lb Lb Ls Ls Lb Lt Lt Lt Lt Lb P Vr Pr Vr Lt Lt Lb Lt Lt Lt Lb Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14373,1,Ls Lb Lb P Vp Pr Vp P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14376,1,Lb Lb Lt Lt Lt P Vr P Ls Ls Ls Ls Ls Ls G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14404,1,Ls Ls Ls Lb Lt Lt Lt P Ve Pr Vp P Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14434,1,Ls Lb Lt Lt Lt Lt Ls Lb P Vp Pr Vp Lt Lt P Lt Lt Vp P Vp Pr Ve Pr Ve Pr Vp Ls Ls Lt Lt G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14493,1,Lb Lb Lt Lt Lt Lt P Vp Pr Ve Pr Ve Pr Ve Pr Lt Pr Ve Pr Ve Pr Vp P Vp Pr Vp Pr Vp Pr Pr Lb Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14500,1,Ls Lb Lt Lt Lt Lt Lt Lb P Vr Pr Pr Vr Pr Vr Pr Pr Vr Lb Lb Pr Pr Vr Lb P Pr P P P Ve Lb Pr Pr Ve Lb P Pr P P P P P Vp P Vp Lb Pr Vp Lb Lt Lt Pr Vp Lb Lt Lt Pr Vp Lb P Vp Lb Lb P Vp Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14534,1,Lb Lb Lb P Vr Pr Vr P Vr G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14539,1,Ls Ls Lb Lb Lb P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14559,1,Lb Ls Lt Lt Lt Lt Lt Lt Lt P Vp P Vp Pr Pr Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14580,1,Lb Lb P Vp Lb Lb P Vp Lb P Vp Lb G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14608,1,Ls Lb Lb Lb Lt Lt Lt Lt Lt P Vp Pr Vp P Vp Pr Pr Vp Lt Pr Vp Pr Vp P Pr Vp Pr Vp Pr Pr Vp Lt Pr Lt Lt Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14631,1,Ls Ls Ls Lb Lt Lt Lt Lt Ls Lb P P Pr Pr Ls Pr P Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14672,1,Lb Lb P Vr P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14725,1,Lb Lb Ls Lt Lt Lt Lt Lt Lt P Vp Pr Ve Pr Vp Pr Vp Pr Vp P Pr Pr Pr Vp Pr Vp Pr Pr Lt Lt Lt Pr P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14752,1,Ls Lb P P Pr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14765,1,Ls Lb Lt Lt Lt Lt P Vp P Vf G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14771,1,Ls Lb Lt Lt Lt P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14787,1,Ls Ls Lb P Ve P Vp P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14792,1,Lb Lb Lb Lb P Vr P P Ve G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14855,1,Lb Lb Lt Lt Lt P Vr Pr Vr P Vr P Vr P G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14915,1,Ls Ls Ls Lb Lt Lt Ls Lt Lt P Ve P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-14999,1,Lb Lb Ls Lt Lt Lt Lt Lt P Vr Pr Vr Pr Vr P Pr Vr P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15022,1,Lb Lb Lb Lt Lt Lt Lt Ls Lb Ls Lt Lt P Vr Pr Vr Pr Vr Pr Vr Pr Vr P Vr Pr Vr Pr Vr Pr Vr Pr Pr Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15037,1,Ls Lb Lb P Ve Pr Pr Vp Pr Vp Ls Lb Lt Lt Lt P Pr Lt Ls Pr Lt Pr Vp P Vp Pr Vp Pr Vp Pr Pr Vp Pr Lt Pr Vp Lt Lt Lt Pr Lt Pr Lt Lt Pr Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15098,1,Lb Lb Lb Lt Lt Lt Lb Lt Lt Lb Ls Lb Lt Lt P Vp Pr Vp Pr Vp P Pr Vp Pr Vp Lt Lt Lt Pr Vp Pr Vp Pr Pr Pr Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Pr Vp Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15103,1,Ls Ls Lb Lb P Vp P Pr Vp P Vp Pr Ve Lt Lt Lt Ls P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15104,1,Lb Lb Lt Lt Lb Ls Lt P Vp Pr Ve Pr Ve P Ve G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15127,1,Lb Lb Lb Lb Lb P Vp Pr Vp P Pr Pr Pr Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15128,1,Lb Lb Ls Lt Lt Lt Lt Lt Lt Lt P Ve Pr Pr Ve Pr Pr Vp Pr Vf P Vf Pr Pr Vf Pr Pr Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15161,1,Ls Lb Ls Ls Lt Lt Lt Lt Lt Ls Ls P Vp P Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr Vp Ls P Ve Pr Pr Ve Pr Pr Vp Lb P Vp P Ve Pr Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15252,1,Lb Lb Lt Lt Lt Lb P Vp P Pr Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15268,1,Lb Lb Lb Lb Lt Lt Lt Ls Lt Lt Lt Lt P Vp P Vp Lb Pr Vp Pr Vp Pr Vp Pr Vp P Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Pr Pr Vp Pr Pr Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15277,1,Ls Ls Ls Ls Ls Ls Lb Ls Lt Lt Lt Lt Ls Ls Ls Lb Ls Lt Lt P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15278,1,Lb Lb Lb Lt Lt Lt Lt Lt Ls Lb Ls Ls Ls Lt P Vr P Vr Vr Pr Vr Pr Vr Pr P Ve Pr P Vp Pr P Vf Pr Vf Pr Vf P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15280,1,Lb Lb Ls Ls Lb Lt Lt Lt Lt Lt Lt Lt Lt Lt P Vp Lt Lt Lb Lb Lt Lt P Pr Lt Lt Pr Pr Ls Lt Pr Pr Lt Lt Lt Pr Vp Lt Lt Lt Lt Lt Lt P Pr Vp Lt Lt Lt Lt Ls Lt Lt Lt Lt P Vp Lt Lt Lb Ls Lt Lt Ls Lt Lt Pr Lt Lt Ls Lt Lt Pr Vp Lt Ls Ls Ls Lt Lt Lt Lt Pr Ve Pr Ve Pr Vp Pr Pr Lt Lt Pr Ls Lt Ls Pr Pr Pr Pr,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15315,1,Lb Lb Lb Lb Lt Lt Ls Lt Lt P Vp Pr Ve Pr Vp P Vp Lt Lt P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15368,1,Lb Lb Ls Lt Lt Lt Lt Lt P Ve Pr Pr Ve Pr Pr Vp Lt Lt P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15375,1,Lb Lb Lb Lb Lt Lt Lt Lt Lt Lt P Vp Lt Lt P Vp Lb Ls Lt Lt Lt Lt Pr Vp Pr Ve Pr Vp P Vp Pr Pr Ve Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15380,1,Lb Lt Lt Lt Lt Lt Lt Lt Lt P Vr P Vr Pr Vr Pr Pr Vr Pr Pr Pr Lb Pr Vr Lt Lt P P Vp P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15382,1,Ls Ls Ls Ls Lb Ls Lt Lt Lt Lt Ls Lt Lb Lt Lb P Vp Pr Vp P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15467,1,Lb Lb Ls Lt Lt Lt Lt P Vp Pr Ve Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15499,1,Lb Lb Lb Lb Ls Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15503,1,Ls Ls Lb Ls Lb Lt Lt Lt Lt Lb P Ve Pr P Ve Pr Pr Vp P Vp Pr Vp Lt Lt Pr Vp Pr Vp Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15525,1,Lb Lb Lb Lb P Vr Pr Pr Vr Pr Vr Vr Pr Vr Pr Vr Pr Vr P Pr Vr Pr Vr P Pr P Pr Vr P Vr Vr Pr Vr Pr Vr Pr Vr Pr Vr P Vr Pr Vr Pr Vr G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15554,1,Lb Lb Lb Lb Lb Lb Ls Lb Lb Ls Lt Lt Lt Lt Lt Ls Ls Lt P Ve Pr Vp Lt P Vp Lt Lt Pr Vp Pr Lt Pr Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15561,1,Lb Lb Lt Lt Lt Lt Lt Lt Lb Lt P Ve Pr Vp Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15563,1,Lb Lb Ls Lt Lt Lt Lt Lt Lt Lt Lt Lt Lb Ls Lb Lb P Vp Lt Lt P Vp Pr Lt Ls Ls Pr Vp P Vp Pr Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15569,1,Lb Lb P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15572,1,Lb Lb P Vr P Vr Pr Vr Pr Vr Pr Vr Pr Pr Vr G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15629,1,Lb Lb Lb Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15695,1,Lb Lb Lb Ls Lt Lt Lt Lt Ls Lb Ls Lt Lt Lt P Ve Pr Ve Pr Pr Ve Pr Pr Vp P Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15731,1,Lb P Vp Pr Ve Pr Vp P Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15732,1,Lb Lb Lb Ls Lt Lt Lt Lt Lt P Ve E Vf P G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15741,1,Lb Lb Lb Lt Lt Lt Lt Lt P Vr P Vr P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15814,1,Lb Lb Ls Lt Lt Lt Lt P Vr P Vr P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15851,1,Ls Lb Lb P Vr P Vr Pr Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15863,1,Ls Ls Lb Lt Lt Lt P Vp P Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15916,1,Lb Lb Lb Ls Lt Lt Lt Lt P Vp Pr Ve Pr Vp P Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Lt Lt Pr Vp Pr Lt Lt Pr Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15930,1,Lb Lb Ls Lt Lt Ls Lt Lt Ls Lt P Vp Lb P Vp Pr Vp Lt Lt Lt Lb Lb P Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15957,1,Lb Lb Lb Lb Ls Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15973,1,Lb Lb Lb Ls Lb Lb Lb Lb Lb Lb Lt Lt Lt Ls Lt Ls Lt Lt Lb Ls Lt Lt Lt Lt Lt Lt Lt Lt Ls Lt Lt Lt P Ve P P P P P P Pr Pr Ve Lt Lt Lb Lt Lt Lt Lt Lb Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt Lt,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-15987,1,Ls Lb P Vp Pr Vp Pr Vp Pr Vp P Vp Pr Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16032,1,Lb Lb Lb Lb Lb Ls Ls Lt Lt Lt Lt Lt Lt Lt Ls Lb Lt Lt P Vr Pr Vr Pr Vr P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16082,1,Ls Ls Lb Lb Lb Ls P Vr Pr Vr Pr Vr P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16100,1,Lb Lb Lb Lb Ls Lt Lt Lt Lt Lt P Vr Pr Vr Pr Pr Lt Ls P G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16116,1,Lb Lb Lb Lt Lt Lt Lt Lt Ls Ls P Ve P Vp P Vp P Ve P Vp G P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16136,1,Lb Lb Lb P Vp Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16139,1,Lb Lb Lb Lt Lt Lt Lt Lt P Vr Pr Pr Vr Pr Vr P G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16145,1,Ls Lb Lb P Ve P Pr Vp P Vp Pr Pr Vp Pr Vp P Pr Vp Pr Vp P,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16255,1,Lb Lb Lb P Vr P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16256,1,Lb Lt Lt Lt Lt Lt P Ve P P Ls Pr Pr G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16263,1,Ls Ls Ls Lb Ls Lb Lb Lt Lt Lt Lt Lt P Ve Pr Pr Pr Pr Lb Pr Pr Lb Pr Pr Pr Ve Pr Vp Lt Lt P Ve Ls Pr Vp Pr Vp Pr Vp Pr Vp Pr Ve Pr Vp Pr Ve Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16315,1,Ls Ls Ls Lb Ls Lt Lt Lt Lt Lt Ls Lb P Ve Pr Pr Vp Pr Pr Vp Lt Ls Lt Pr Vp P Vp Lb Lt Lt P Vp Pr Vp Pr Vp Pr Vp Pr Vp Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16333,1,Lb Lb P Vr Pr Pr Vr Pr Pr Vr Lb Ls Lb P P Vp Vp P Vf Pr Pr Pr Vp Pr Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16429,1,Lb P Ve P Vp P Vr G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16454,1,Lb Lb P Vr P Pr Vr P P P P Pr P Vp P Vp P Vp Vp P Vp Vp G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16485,1,Ls Lb Lt Lt Lt P Ve P Vp Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16493,1,Lb Lb Lb Lt Lt Lt Lt Lt P Ve Pr Ve Pr Vp P Lt Pr Vp P Vp G G,0
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16502,1,Ls Ls Ls Lb Lb Lb P P Pr Vp Vp G Pr P Ve Pr Ve G P Vp P Vp Pr Vp P P Vp Pr Pr Pr Vp Pr Pr Pr Pr Pr Pr Pr Pr Pr Pr G G G G G G G G G G G G G G G G G G G G G G G G G,1
20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep,kimi-k2,django__django-16527,1,Lb P Vr P Vr G G,0
